##################################
Log file for EIT with ScouseTom system
Date and time this file was created : 29-Apr-2016 16:37:17
Description of this ExpSetup file : Nir Drift Experiment, Anya/Anka
ExpSetup created : 19-Aug-2015 10:30:51
The EEG system file stored was : C:\EIT-DATA\Nir - Cardiff Phant third go 290416\CardiffPhant_NoJ_REC_290416.bdf
The PC name was : PC-
The Username was : Administrator
--------------
System in "SingleFreqMode" - single amp and freq, running continuously
Amplitude: 100 uA
Frequency: 2000 Hz
Protocol loaded was Spiral16_ScousTom.txt with 34 lines 
Sources	Sinks
6	1
7	2
11	6
11	7
10	6
7	3
7	1
6	2
14	1
10	5
14	2
5	1
8	3
8	2
8	4
9	4
9	5
10	4
14	10
14	11
9	3
8	5
15	3
16	4
12	9
15	11
16	12
15	12
16	13
15	13
12	7
13	1
13	10
16	6
--------------
Number of repeats : 7000 
Injection time per protocol line : 100 ms or 0.10 s
Estimated time to complete measurements : 6.61 hours 
--------------
##################################
Codes for info from arduino: 
R	Current Repeat
P	Current Protocol Line
O	frequency order (multifreqmode)
D	phases (stim mode)
Codes for commmands sent to arduino: 
S	Start
H	Stop
I	Initialise
##
Time	Arduino Message	PC Message
12458.11s	R3657	
12461.52s	R3658	
12464.91s	R3659	
12468.32s	R3660	
12471.71s	R3661	
12475.12s	R3662	
12478.51s	R3663	
12481.92s	R3664	
12485.31s	R3665	
12488.72s	R3666	
12492.11s	R3667	
12495.53s	R3668	
12498.92s	R3669	
12502.33s	R3670	
12505.72s	R3671	
12509.12s	R3672	
12512.52s	R3673	
12515.92s	R3674	
12519.33s	R3675	
12522.72s	R3676	
12526.13s	R3677	
12529.52s	R3678	
12532.93s	R3679	
12536.32s	R3680	
12539.73s	R3681	
12543.12s	R3682	
12546.53s	R3683	
12549.92s	R3684	
12553.33s	R3685	
12556.72s	R3686	
12560.13s	R3687	
12563.52s	R3688	
12566.93s	R3689	
12570.32s	R3690	
12573.73s	R3691	
12577.12s	R3692	
12580.53s	R3693	
12583.92s	R3694	
12587.33s	R3695	
12590.72s	R3696	
12594.13s	R3697	
12597.52s	R3698	
12600.93s	R3699	
12604.32s	R3700	
12607.73s	R3701	
12611.12s	R3702	
12614.53s	R3703	
12617.92s	R3704	
12621.33s	R3705	
12624.72s	R3706	
12628.13s	R3707	
12631.52s	R3708	
12634.93s	R3709	
12638.32s	R3710	
12641.73s	R3711	
12645.12s	R3712	
12648.53s	R3713	
12651.92s	R3714	
12655.33s	R3715	
12658.72s	R3716	
12662.13s	R3717	
12665.54s	R3718	
12668.94s	R3719	
12672.33s	R3720	
12675.72s	R3721	
12679.14s	R3722	
12682.53s	R3723	
12685.94s	R3724	
12689.33s	R3725	
12692.74s	R3726	
12696.13s	R3727	
12699.54s	R3728	
12702.93s	R3729	
12706.34s	R3730	
12709.74s	R3731	
12713.13s	R3732	
12716.54s	R3733	
12719.93s	R3734	
12723.35s	R3735	
12726.74s	R3736	
12730.13s	R3737	
12733.54s	R3738	
12736.93s	R3739	
12740.34s	R3740	
12743.73s	R3741	
12747.14s	R3742	
12750.53s	R3743	
12753.94s	R3744	
12757.33s	R3745	
12760.74s	R3746	
12764.13s	R3747	
12767.54s	R3748	
12770.93s	R3749	
12774.34s	R3750	
12777.73s	R3751	
12781.14s	R3752	
12784.53s	R3753	
12787.94s	R3754	
12791.33s	R3755	
12794.74s	R3756	
12798.15s	R3757	
12801.54s	R3758	
12804.95s	R3759	
12808.34s	R3760	
12811.73s	R3761	
12815.14s	R3762	
12818.53s	R3763	
12821.95s	R3764	
12825.34s	R3765	
12828.75s	R3766	
12832.14s	R3767	
12835.55s	R3768	
12838.94s	R3769	
12842.35s	R3770	
12845.75s	R3771	
12849.16s	R3772	
12852.54s	R3773	
12855.96s	R3774	
12859.34s	R3775	
12862.74s	R3776	
12866.15s	R3777	
12869.54s	R3778	
12872.95s	R3779	
12876.34s	R3780	
12879.75s	R3781	
12883.14s	R3782	
12886.55s	R3783	
12889.94s	R3784	
12893.36s	R3785	
12896.75s	R3786	
12900.16s	R3787	
12903.55s	R3788	
12906.96s	R3789	
12910.35s	R3790	
12913.76s	R3791	
12917.15s	R3792	
12920.56s	R3793	
12923.95s	R3794	
12927.36s	R3795	
12930.75s	R3796	
12934.16s	R3797	
12937.55s	R3798	
12940.96s	R3799	
12944.35s	R3800	
12947.76s	R3801	
12951.15s	R3802	
12954.56s	R3803	
12957.95s	R3804	
12961.36s	R3805	
12964.76s	R3806	
12968.15s	R3807	
12971.56s	R3808	
12974.96s	R3809	
12978.36s	R3810	
12981.77s	R3811	
12985.16s	R3812	
12988.55s	R3813	
12991.96s	R3814	
12995.35s	R3815	
12998.76s	R3816	
13002.15s	R3817	
13005.56s	R3818	
13008.95s	R3819	
13012.36s	R3820	
13015.75s	R3821	
13019.16s	R3822	
13022.55s	R3823	
13025.96s	R3824	
13029.35s	R3825	
13032.77s	R3826	
13036.16s	R3827	
13039.55s	R3828	
13042.96s	R3829	
13046.35s	R3830	
13049.76s	R3831	
13053.16s	R3832	
13056.57s	R3833	
13059.96s	R3834	
13063.37s	R3835	
13066.76s	R3836	
13070.17s	R3837	
13073.56s	R3838	
13076.97s	R3839	
13080.36s	R3840	
13083.77s	R3841	
13087.16s	R3842	
13090.57s	R3843	
13093.96s	R3844	
13097.37s	R3845	
13100.76s	R3846	
13104.17s	R3847	
13107.56s	R3848	
13110.97s	R3849	
13114.36s	R3850	
13117.77s	R3851	
13121.16s	R3852	
13124.57s	R3853	
13127.96s	R3854	
13131.37s	R3855	
13134.77s	R3856	
13138.18s	R3857	
13141.57s	R3858	
13144.98s	R3859	
13148.37s	R3860	
13151.76s	R3861	
13155.18s	R3862	
13158.56s	R3863	
13161.98s	R3864	
13165.36s	R3865	
13168.78s	R3866	
13172.17s	R3867	
13175.58s	R3868	
13178.97s	R3869	
13182.38s	R3870	
13185.77s	R3871	
13189.18s	R3872	
13192.57s	R3873	
13195.98s	R3874	
13199.38s	R3875	
13202.77s	R3876	
13206.18s	R3877	
13209.57s	R3878	
13212.98s	R3879	
13216.37s	R3880	
13219.78s	R3881	
13223.17s	R3882	
13226.58s	R3883	
13229.97s	R3884	
13233.38s	R3885	
13236.77s	R3886	
13240.18s	R3887	
13243.57s	R3888	
13246.97s	R3889	
13250.38s	R3890	
13253.77s	R3891	
13257.18s	R3892	
13260.59s	R3893	
13263.99s	R3894	
13267.38s	R3895	
13270.79s	R3896	
13274.18s	R3897	
13277.57s	R3898	
13280.98s	R3899	
13284.37s	R3900	
13287.78s	R3901	
13291.19s	R3902	
13294.58s	R3903	
13297.99s	R3904	
13301.38s	R3905	
13304.77s	R3906	
13308.18s	R3907	
13311.59s	R3908	
13314.99s	R3909	
13318.38s	R3910	
13321.79s	R3911	
13325.18s	R3912	
13328.59s	R3913	
13331.98s	R3914	
13335.39s	R3915	
13338.78s	R3916	
13342.19s	R3917	
13345.58s	R3918	
13348.99s	R3919	
13352.38s	R3920	
13355.79s	R3921	
13359.18s	R3922	
13362.59s	R3923	
13365.98s	R3924	
13369.39s	R3925	
13372.78s	R3926	
13376.19s	R3927	
13379.58s	R3928	
13383.00s	R3929	
13386.38s	R3930	
13389.79s	R3931	
13393.18s	R3932	
13396.59s	R3933	
13399.98s	R3934	
13403.39s	R3935	
13406.78s	R3936	
13410.19s	R3937	
13413.58s	R3938	
13416.99s	R3939	
13420.38s	R3940	
13423.79s	R3941	
13427.18s	R3942	
13430.60s	R3943	
13433.99s	R3944	
13437.40s	R3945	
13440.79s	R3946	
13444.20s	R3947	
13447.59s	R3948	
13451.00s	R3949	
13454.39s	R3950	
13457.80s	R3951	
13461.19s	R3952	
13464.60s	R3953	
13467.99s	R3954	
13471.40s	R3955	
13474.79s	R3956	
13478.20s	R3957	
13481.59s	R3958	
13485.00s	R3959	
13488.39s	R3960	
13491.80s	R3961	
13495.19s	R3962	
13498.60s	R3963	
13501.99s	R3964	
13505.40s	R3965	
13508.79s	R3966	
13512.20s	R3967	
13515.59s	R3968	
13519.00s	R3969	
13522.39s	R3970	
13525.80s	R3971	
13529.19s	R3972	
13532.60s	R3973	
13535.99s	R3974	
13539.40s	R3975	
13542.79s	R3976	
13546.20s	R3977	
13549.59s	R3978	
13553.01s	R3979	
13556.40s	R3980	
13559.81s	R3981	
13563.20s	R3982	
13566.59s	R3983	
13570.00s	R3984	
13573.41s	R3985	
13576.80s	R3986	
13580.21s	R3987	
13583.60s	R3988	
13587.01s	R3989	
13590.40s	R3990	
13593.81s	R3991	
13597.20s	R3992	
13600.61s	R3993	
13604.01s	R3994	
13607.40s	R3995	
13610.80s	R3996	
13614.20s	R3997	
13617.61s	R3998	
13621.01s	R3999	
13624.41s	R4000	
13627.80s	R4001	
13631.21s	R4002	
13634.60s	R4003	
13638.01s	R4004	
13641.40s	R4005	
13644.82s	R4006	
13648.21s	R4007	
13651.62s	R4008	
13655.01s	R4009	
13658.42s	R4010	
13661.81s	R4011	
13665.20s	R4012	
13668.61s	R4013	
13672.00s	R4014	
13675.41s	R4015	
13678.80s	R4016	
13682.21s	R4017	
13685.60s	R4018	
13689.02s	R4019	
13692.41s	R4020	
13695.82s	R4021	
13699.21s	R4022	
13702.62s	R4023	
13706.01s	R4024	
13709.40s	R4025	
13712.81s	R4026	
13716.20s	R4027	
13719.61s	R4028	
13723.00s	R4029	
13726.41s	R4030	
13729.81s	R4031	
13733.22s	R4032	
13736.61s	R4033	
13740.02s	R4034	
13743.41s	R4035	
13746.82s	R4036	
13750.22s	R4037	
13753.62s	R4038	
13757.01s	R4039	
13760.42s	R4040	
13763.81s	R4041	
13767.22s	R4042	
13770.61s	R4043	
13774.02s	R4044	
13777.41s	R4045	
13780.82s	R4046	
13784.21s	R4047	
13787.62s	R4048	
13791.01s	R4049	
13794.42s	R4050	
13797.82s	R4051	
13801.21s	R4052	
13804.62s	R4053	
13808.03s	R4054	
13811.42s	R4055	
13814.83s	R4056	
13818.22s	R4057	
13821.61s	R4058	
13825.02s	R4059	
13828.42s	R4060	
13831.82s	R4061	
13835.22s	R4062	
13838.62s	R4063	
13842.02s	R4064	
13845.43s	R4065	
13848.82s	R4066	
13852.23s	R4067	
13855.62s	R4068	
13859.03s	R4069	
13862.42s	R4070	
13865.83s	R4071	
13869.22s	R4072	
13872.63s	R4073	
13876.02s	R4074	
13879.43s	R4075	
13882.82s	R4076	
13886.23s	R4077	
13889.62s	R4078	
13893.03s	R4079	
13896.42s	R4080	
13899.83s	R4081	
13903.22s	R4082	
13906.63s	R4083	
13910.02s	R4084	
13913.44s	R4085	
13916.82s	R4086	
13920.24s	R4087	
13923.63s	R4088	
13927.02s	R4089	
13930.43s	R4090	
13933.84s	R4091	
13937.24s	R4092	
13940.63s	R4093	
13944.04s	R4094	
13947.43s	R4095	
13950.84s	R4096	
13954.23s	R4097	
13957.64s	R4098	
13961.03s	R4099	
13964.44s	R4100	
13967.83s	R4101	
13971.22s	R4102	
13974.63s	R4103	
13978.03s	R4104	
13981.44s	R4105	
13984.83s	R4106	
13988.24s	R4107	
13991.63s	R4108	
13995.04s	R4109	
13998.43s	R4110	
14001.84s	R4111	
14005.23s	R4112	
14008.64s	R4113	
14012.03s	R4114	
14015.44s	R4115	
14018.83s	R4116	
14022.24s	R4117	
14025.63s	R4118	
14029.04s	R4119	
14032.43s	R4120	
14035.84s	R4121	
14039.24s	R4122	
14042.63s	R4123	
14046.04s	R4124	
14049.43s	R4125	
14052.84s	R4126	
14056.23s	R4127	
14059.64s	R4128	
14063.03s	R4129	
14066.44s	R4130	
14069.83s	R4131	
14073.24s	R4132	
14076.64s	R4133	
14080.05s	R4134	
14083.44s	R4135	
14086.83s	R4136	
14090.24s	R4137	
14093.65s	R4138	
14097.04s	R4139	
14100.45s	R4140	
14103.84s	R4141	
14107.24s	R4142	
14110.65s	R4143	
14114.04s	R4144	
14117.45s	R4145	
14120.84s	R4146	
14124.25s	R4147	
14127.64s	R4148	
14131.05s	R4149	
14134.44s	R4150	
14137.85s	R4151	
14141.24s	R4152	
14144.65s	R4153	
14148.05s	R4154	
14151.46s	R4155	
14154.85s	R4156	
14158.24s	R4157	
14161.65s	R4158	
14165.05s	R4159	
14168.45s	R4160	
14171.84s	R4161	
14175.25s	R4162	
14178.64s	R4163	
14182.05s	R4164	
14185.44s	R4165	
14188.85s	R4166	
14192.24s	R4167	
14195.65s	R4168	
14199.04s	R4169	
14202.45s	R4170	
14205.84s	R4171	
14209.25s	R4172	
14212.64s	R4173	
14216.05s	R4174	
14219.45s	R4175	
14222.85s	R4176	
14226.24s	R4177	
14229.66s	R4178	
14233.05s	R4179	
14236.46s	R4180	
14239.85s	R4181	
14243.26s	R4182	
14246.65s	R4183	
14250.06s	R4184	
14253.45s	R4185	
14256.86s	R4186	
14260.25s	R4187	
14263.66s	R4188	
14267.05s	R4189	
14270.46s	R4190	
14273.85s	R4191	
14277.26s	R4192	
14280.65s	R4193	
14284.06s	R4194	
14287.45s	R4195	
14290.87s	R4196	
14294.26s	R4197	
14297.67s	R4198	
14301.06s	R4199	
14304.47s	R4200	
14307.86s	R4201	
14311.25s	R4202	
14314.66s	R4203	
14318.05s	R4204	
14321.46s	R4205	
14324.85s	R4206	
14328.26s	R4207	
14331.65s	R4208	
14335.06s	R4209	
14338.45s	R4210	
14341.86s	R4211	
14345.25s	R4212	
14348.66s	R4213	
14352.05s	R4214	
14355.46s	R4215	
14358.85s	R4216	
14362.26s	R4217	
14365.65s	R4218	
14369.07s	R4219	
14372.46s	R4220	
14375.87s	R4221	
14379.26s	R4222	
14382.65s	R4223	
14386.07s	R4224	
14389.45s	R4225	
14392.86s	R4226	
14396.26s	R4227	
14399.67s	R4228	
14403.08s	R4229	
14406.47s	R4230	
14409.86s	R4231	
14413.27s	R4232	
14416.66s	R4233	
14420.07s	R4234	
14423.47s	R4235	
14426.87s	R4236	
14430.26s	R4237	
14433.67s	R4238	
14437.06s	R4239	
14440.47s	R4240	
14443.86s	R4241	
14447.27s	R4242	
14450.66s	R4243	
14454.07s	R4244	
14457.46s	R4245	
14460.87s	R4246	
14464.26s	R4247	
14467.67s	R4248	
14471.06s	R4249	
14474.48s	R4250	
14477.87s	R4251	
14481.28s	R4252	
14484.67s	R4253	
14488.08s	R4254	
14491.47s	R4255	
14494.88s	R4256	
14498.27s	R4257	
14501.68s	R4258	
14505.07s	R4259	
14508.48s	R4260	
14511.87s	R4261	
14515.28s	R4262	
14518.67s	R4263	
14522.08s	R4264	
14525.47s	R4265	
14528.88s	R4266	
14532.27s	R4267	
14535.68s	R4268	
14539.07s	R4269	
14542.48s	R4270	
14545.87s	R4271	
14549.28s	R4272	
14552.68s	R4273	
14556.09s	R4274	
14559.49s	R4275	
14562.88s	R4276	
14566.27s	R4277	
14569.68s	R4278	
14573.07s	R4279	
14576.48s	R4280	
14579.88s	R4281	
14583.29s	R4282	
14586.68s	R4283	
14590.09s	R4284	
14593.48s	R4285	
14596.87s	R4286	
14600.28s	R4287	
14603.67s	R4288	
14607.08s	R4289	
14610.49s	R4290	
14613.88s	R4291	
14617.29s	R4292	
14620.68s	R4293	
14624.07s	R4294	
14627.49s	R4295	
14630.88s	R4296	
14634.29s	R4297	
14637.68s	R4298	
14641.09s	R4299	
14644.49s	R4300	
14647.88s	R4301	
14651.29s	R4302	
14654.68s	R4303	
14658.09s	R4304	
14661.48s	R4305	
14664.89s	R4306	
14668.28s	R4307	
14671.69s	R4308	
14675.08s	R4309	
14678.49s	R4310	
14681.88s	R4311	
14685.29s	R4312	
14688.68s	R4313	
14692.09s	R4314	
14695.48s	R4315	
14698.89s	R4316	
14702.28s	R4317	
14705.69s	R4318	
14709.09s	R4319	
14712.49s	R4320	
14715.88s	R4321	
14719.29s	R4322	
14722.68s	R4323	
14726.09s	R4324	
14729.49s	R4325	
14732.90s	R4326	
14736.29s	R4327	
14739.70s	R4328	
14743.09s	R4329	
14746.50s	R4330	
14749.89s	R4331	
14753.30s	R4332	
14756.69s	R4333	
14760.10s	R4334	
14763.49s	R4335	
14766.90s	R4336	
14770.29s	R4337	
14773.70s	R4338	
14777.09s	R4339	
14780.50s	R4340	
14783.89s	R4341	
14787.30s	R4342	
14790.70s	R4343	
14794.09s	R4344	
14797.50s	R4345	
14800.89s	R4346	
14804.30s	R4347	
14807.69s	R4348	
14811.10s	R4349	
14814.49s	R4350	
14817.90s	R4351	
14821.29s	R4352	
14824.70s	R4353	
14828.10s	R4354	
14831.49s	R4355	
14834.90s	R4356	
14838.30s	R4357	
14841.70s	R4358	
14845.10s	R4359	
14848.51s	R4360	
14851.90s	R4361	
14855.31s	R4362	
14858.70s	R4363	
14862.11s	R4364	
14865.50s	R4365	
14868.91s	R4366	
14872.30s	R4367	
14875.69s	R4368	
14879.10s	R4369	
14882.49s	R4370	
14885.90s	R4371	
14889.29s	R4372	
14892.70s	R4373	
14896.11s	R4374	
14899.50s	R4375	
14902.89s	R4376	
14906.30s	R4377	
14909.69s	R4378	
14913.10s	R4379	
14916.51s	R4380	
14919.91s	R4381	
14923.30s	R4382	
14926.71s	R4383	
14930.10s	R4384	
14933.51s	R4385	
14936.90s	R4386	
14940.31s	R4387	
14943.70s	R4388	
14947.11s	R4389	
14950.50s	R4390	
14953.91s	R4391	
14957.30s	R4392	
14960.71s	R4393	
14964.10s	R4394	
14967.52s	R4395	
14970.91s	R4396	
14974.32s	R4397	
14977.71s	R4398	
14981.12s	R4399	
14984.51s	R4400	
14987.92s	R4401	
14991.31s	R4402	
14994.72s	R4403	
14998.11s	R4404	
15001.50s	R4405	
15004.92s	R4406	
15008.31s	R4407	
15011.72s	R4408	
15015.11s	R4409	
15018.52s	R4410	
15021.91s	R4411	
15025.32s	R4412	
15028.71s	R4413	
15032.12s	R4414	
15035.51s	R4415	
15038.92s	R4416	
15042.31s	R4417	
15045.72s	R4418	
15049.11s	R4419	
15052.52s	R4420	
15055.91s	R4421	
15059.32s	R4422	
15062.71s	R4423	
15066.12s	R4424	
15069.51s	R4425	
15072.92s	R4426	
15076.31s	R4427	
15079.72s	R4428	
15083.11s	R4429	
15086.52s	R4430	
15089.91s	R4431	
15093.32s	R4432	
15096.71s	R4433	
15100.12s	R4434	
15103.51s	R4435	
15106.92s	R4436	
15110.31s	R4437	
15113.72s	R4438	
15117.11s	R4439	
15120.53s	R4440	
15123.92s	R4441	
15127.32s	R4442	
15130.72s	R4443	
15134.13s	R4444	
15137.52s	R4445	
15140.93s	R4446	
15144.32s	R4447	
15147.73s	R4448	
15151.12s	R4449	
15154.53s	R4450	
15157.92s	R4451	
15161.33s	R4452	
15164.72s	R4453	
15168.13s	R4454	
15171.52s	R4455	
15174.91s	R4456	
15178.32s	R4457	
15181.72s	R4458	
15185.13s	R4459	
15188.52s	R4460	
15191.93s	R4461	
15195.32s	R4462	
15198.73s	R4463	
15202.12s	R4464	
15205.53s	R4465	
15208.92s	R4466	
15212.33s	R4467	
15215.73s	R4468	
15219.14s	R4469	
15222.53s	R4470	
15225.94s	R4471	
15229.33s	R4472	
15232.72s	R4473	
15236.13s	R4474	
15239.52s	R4475	
15242.93s	R4476	
15246.32s	R4477	
15249.73s	R4478	
15253.14s	R4479	
15256.53s	R4480	
15259.93s	R4481	
15263.34s	R4482	
15266.73s	R4483	
15270.14s	R4484	
15273.53s	R4485	
15276.94s	R4486	
15280.33s	R4487	
15283.74s	R4488	
15287.13s	R4489	
15290.54s	R4490	
15293.93s	R4491	
15297.34s	R4492	
15300.73s	R4493	
15304.14s	R4494	
15307.53s	R4495	
15310.94s	R4496	
15314.33s	R4497	
15317.74s	R4498	
15321.13s	R4499	
15324.54s	R4500	
15327.93s	R4501	
15331.34s	R4502	
15334.73s	R4503	
15338.14s	R4504	
15341.53s	R4505	
15344.94s	R4506	
15348.33s	R4507	
15351.74s	R4508	
15355.13s	R4509	
15358.54s	R4510	
15361.93s	R4511	
15365.34s	R4512	
15368.73s	R4513	
15372.14s	R4514	
15375.53s	R4515	
15378.95s	R4516	
15382.34s	R4517	
15385.75s	R4518	
15389.14s	R4519	
15392.55s	R4520	
15395.94s	R4521	
15399.35s	R4522	
15402.74s	R4523	
15406.15s	R4524	
15409.54s	R4525	
15412.95s	R4526	
15416.34s	R4527	
15419.75s	R4528	
15423.14s	R4529	
15426.55s	R4530	
15429.94s	R4531	
15433.35s	R4532	
15436.74s	R4533	
15440.15s	R4534	
15443.54s	R4535	
15446.95s	R4536	
15450.35s	R4537	
15453.74s	R4538	
15457.15s	R4539	
15460.54s	R4540	
15463.95s	R4541	
15467.34s	R4542	
15470.76s	R4543	
15474.15s	R4544	
15477.54s	R4545	
15480.95s	R4546	
15484.34s	R4547	
15487.75s	R4548	
15491.16s	R4549	
15494.55s	R4550	
15497.96s	R4551	
15501.35s	R4552	
15504.76s	R4553	
15508.15s	R4554	
15511.55s	R4555	
15514.95s	R4556	
15518.36s	R4557	
15521.75s	R4558	
15525.14s	R4559	
15528.55s	R4560	
15531.94s	R4561	
15535.34s	R4562	
15538.75s	R4563	
15542.16s	R4564	
15545.55s	R4565	
15548.96s	R4566	
15552.35s	R4567	
15555.76s	R4568	
15559.15s	R4569	
15562.56s	R4570	
15565.96s	R4571	
15569.35s	R4572	
15572.76s	R4573	
15576.15s	R4574	
15579.56s	R4575	
15582.95s	R4576	
15586.36s	R4577	
15589.75s	R4578	
15593.16s	R4579	
15596.55s	R4580	
15599.96s	R4581	
15603.35s	R4582	
15606.76s	R4583	
15610.16s	R4584	
15613.57s	R4585	
15616.96s	R4586	
15620.37s	R4587	
15623.76s	R4588	
15627.15s	R4589	
15630.56s	R4590	
15633.95s	R4591	
15637.36s	R4592	
15640.76s	R4593	
15644.16s	R4594	
15647.56s	R4595	
15650.97s	R4596	
15654.36s	R4597	
15657.77s	R4598	
15661.16s	R4599	
15664.57s	R4600	
15667.96s	R4601	
15671.37s	R4602	
15674.76s	R4603	
15678.17s	R4604	
15681.56s	R4605	
15684.97s	R4606	
15688.36s	R4607	
15691.77s	R4608	
15695.16s	R4609	
15698.57s	R4610	
15701.96s	R4611	
15705.36s	R4612	
15708.77s	R4613	
15712.16s	R4614	
15715.57s	R4615	
15718.97s	R4616	
15722.37s	R4617	
15725.76s	R4618	
15729.17s	R4619	
15732.56s	R4620	
15735.97s	R4621	
15739.36s	R4622	
15742.77s	R4623	
15746.16s	R4624	
15749.57s	R4625	
15752.96s	R4626	
15756.37s	R4627	
15759.76s	R4628	
15763.17s	R4629	
15766.56s	R4630	
15769.98s	R4631	
15773.37s	R4632	
15776.78s	R4633	
15780.17s	R4634	
15783.58s	R4635	
15786.97s	R4636	
15790.38s	R4637	
15793.77s	R4638	
15797.18s	R4639	
15800.57s	R4640	
15803.98s	R4641	
15807.37s	R4642	
15810.78s	R4643	
15814.17s	R4644	
15817.58s	R4645	
15820.97s	R4646	
15824.38s	R4647	
15827.77s	R4648	
15831.18s	R4649	
15834.57s	R4650	
15837.98s	R4651	
15841.37s	R4652	
15844.78s	R4653	
15848.17s	R4654	
15851.58s	R4655	
15854.97s	R4656	
15858.38s	R4657	
15861.77s	R4658	
15865.18s	R4659	
15868.57s	R4660	
15871.98s	R4661	
15875.37s	R4662	
15878.78s	R4663	
15882.17s	R4664	
15885.58s	R4665	
15888.98s	R4666	
15892.39s	R4667	
15895.78s	R4668	
15899.19s	R4669	
15902.58s	R4670	
15905.97s	R4671	
15909.38s	R4672	
15912.77s	R4673	
15916.18s	R4674	
15919.57s	R4675	
15922.98s	R4676	
15926.39s	R4677	
15929.79s	R4678	
15933.18s	R4679	
15936.59s	R4680	
15939.98s	R4681	
15943.39s	R4682	
15946.78s	R4683	
15950.19s	R4684	
15953.58s	R4685	
15956.99s	R4686	
15960.38s	R4687	
15963.79s	R4688	
15967.18s	R4689	
15970.59s	R4690	
15973.98s	R4691	
15977.39s	R4692	
15980.78s	R4693	
15984.19s	R4694	
15987.58s	R4695	
15990.99s	R4696	
15994.38s	R4697	
15997.79s	R4698	
16001.18s	R4699	
16004.59s	R4700	
16007.98s	R4701	
16011.39s	R4702	
16014.79s	R4703	
16018.20s	R4704	
16021.59s	R4705	
16025.00s	R4706	
16028.39s	R4707	
16031.80s	R4708	
16035.19s	R4709	
16038.60s	R4710	
16041.99s	R4711	
16045.40s	R4712	
16048.79s	R4713	
16052.20s	R4714	
16055.59s	R4715	
16059.00s	R4716	
16062.39s	R4717	
16065.80s	R4718	
16069.19s	R4719	
16072.60s	R4720	
16075.99s	R4721	
16079.40s	R4722	
16082.79s	R4723	
16086.19s	R4724	
16089.60s	R4725	
16092.99s	R4726	
16096.40s	R4727	
16099.79s	R4728	
16103.20s	R4729	
16106.60s	R4730	
16110.00s	R4731	
16113.39s	R4732	
16116.80s	R4733	
16120.19s	R4734	
16123.60s	R4735	
16126.99s	R4736	
16130.40s	R4737	
16133.79s	R4738	
16137.20s	R4739	
16140.59s	R4740	
16144.00s	R4741	
16147.39s	R4742	
16150.80s	R4743	
16154.20s	R4744	
16157.61s	R4745	
16161.00s	R4746	
16164.41s	R4747	
16167.80s	R4748	
16171.21s	R4749	
16174.60s	R4750	
16178.01s	R4751	
16181.40s	R4752	
16184.81s	R4753	
16188.20s	R4754	
16191.61s	R4755	
16195.00s	R4756	
16198.41s	R4757	
16201.80s	R4758	
16205.21s	R4759	
16208.60s	R4760	
16212.01s	R4761	
16215.40s	R4762	
16218.81s	R4763	
16222.20s	R4764	
16225.61s	R4765	
16229.00s	R4766	
16232.41s	R4767	
16235.80s	R4768	
16239.21s	R4769	
16242.60s	R4770	
16246.02s	R4771	
16249.41s	R4772	
16252.82s	R4773	
16256.21s	R4774	
16259.60s	R4775	
16263.01s	R4776	
16266.42s	R4777	
16269.81s	R4778	
16273.22s	R4779	
16276.61s	R4780	
16280.02s	R4781	
16283.41s	R4782	
16286.82s	R4783	
16290.21s	R4784	
16293.62s	R4785	
16297.01s	R4786	
16300.42s	R4787	
16303.81s	R4788	
16307.22s	R4789	
16310.61s	R4790	
16314.02s	R4791	
16317.41s	R4792	
16320.82s	R4793	
16324.21s	R4794	
16327.62s	R4795	
16331.01s	R4796	
16334.40s	R4797	
16337.81s	R4798	
16341.22s	R4799	
16344.62s	R4800	
16348.01s	R4801	
16351.42s	R4802	
16354.81s	R4803	
16358.22s	R4804	
16361.61s	R4805	
16365.02s	R4806	
16368.42s	R4807	
16371.81s	R4808	
16375.22s	R4809	
16378.61s	R4810	
16382.02s	R4811	
16385.41s	R4812	
16388.82s	R4813	
16392.21s	R4814	
16395.62s	R4815	
16399.01s	R4816	
16402.42s	R4817	
16405.81s	R4818	
16409.23s	R4819	
16412.62s	R4820	
16416.02s	R4821	
16419.42s	R4822	
16422.83s	R4823	
16426.22s	R4824	
16429.63s	R4825	
16433.02s	R4826	
16436.43s	R4827	
16439.82s	R4828	
16443.22s	R4829	
16446.62s	R4830	
16450.01s	R4831	
16453.42s	R4832	
16456.82s	R4833	
16460.23s	R4834	
16463.62s	R4835	
16467.03s	R4836	
16470.42s	R4837	
16473.83s	R4838	
16477.22s	R4839	
16480.63s	R4840	
16484.02s	R4841	
16487.43s	R4842	
16490.82s	R4843	
16494.23s	R4844	
16497.62s	R4845	
16501.03s	R4846	
16504.42s	R4847	
16507.83s	R4848	
16511.22s	R4849	
16514.63s	R4850	
16518.02s	R4851	
16521.43s	R4852	
16524.82s	R4853	
16528.23s	R4854	
16531.62s	R4855	
16535.03s	R4856	
16538.42s	R4857	
16541.83s	R4858	
16545.22s	R4859	
16548.64s	R4860	
16552.04s	R4861	
16555.43s	R4862	
16558.84s	R4863	
16562.23s	R4864	
16565.62s	R4865	
16569.03s	R4866	
16572.44s	R4867	
16575.84s	R4868	
16579.23s	R4869	
16582.64s	R4870	
16586.03s	R4871	
16589.43s	R4872	
16592.83s	R4873	
16596.24s	R4874	
16599.63s	R4875	
